Date,Open,High,Low,Close,Adj Close,Volume,Return_%,Vol_Change_%,SMA_10,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Holdings,Cash,Unrealized_PnL
2010-04-23,80.46562957763672,82.06875610351562,77.6362533569336,0.1995675290433676,65.40147399902344,43050264.0,0.550667100140694,0.24144428955621527,0.2079128119795859,0.18240860411524162,0.33860039348269333,0.4995762744982457,0.40394453049469403,0.5190138400720664,0.0,0.0,0.0
2010-04-26,78.1875,79.25625610351562,77.99625396728516,0.20860547568400079,66.08203887939453,8264835.0,0.6968820381697904,0.0059187366543596714,0.206429139631774,0.18415546633405366,0.3954564686265185,0.49374103904936917,0.41087850489754896,0.5097354184945656,0.0,0.0,0.0
2010-04-27,79.3125,79.3125,78.13125610351562,0.20772677696852515,66.01587677001953,7863981.0,0.6371904209151555,0.029334515273924743,0.2059950496714147,0.18538021432327967,0.3908071486045652,0.4887808410567052,0.4183694762956579,0.5012080115948284,0.0,0.0,0.0
2010-04-28,78.07500457763672,78.1875,77.28750610351562,0.19818674109868495,65.29750061035156,15492950.0,0.5854877183162339,0.060738255231445167,0.20224375421961427,0.18657718949760105,0.34109587819137843,0.4783562295200189,0.4122237071409459,0.49206445458637493,0.0,0.0,0.0
2010-04-29,77.9625015258789,77.9625015258789,76.74187469482422,0.19699425789713654,65.20770263671875,11541003.0,0.6352339587019632,0.022965720926035153,0.19805836880745442,0.1875256068305674,0.334996027947686,0.4697508413768673,0.4113482807143571,0.4828331308437117,0.0,0.0,0.0
2010-04-30,78.1875,78.27188110351562,75.375,0.17395995680908927,63.47315979003906,16536416.0,0.5032396826969766,0.0441741786945127,0.1915017017388868,0.18784776281976134,0.2319369171618252,0.4470175043685302,0.3792643776109709,0.4703852039570729,0.0,0.0,0.0
2010-05-03,75.25125122070312,76.359375,74.25,0.177914015900003,63.77089691162109,8842506.0,0.6669761831174209,0.016485594852986573,0.1876856152980234,0.18797829090630447,0.2612600196900915,0.4328135556308602,0.3725442790625749,0.4572635470055806,0.0,0.0,0.0
2010-05-04,76.65750122070312,76.65750122070312,73.95750427246094,0.15952425300393736,62.386138916015625,4558746.0,0.5288017393869126,0.01589427345195809,0.18306613992550413,0.18766168910340864,0.19187979369873445,0.4094429866308123,0.3468056410347864,0.4415614376778592,0.0,0.0,0.0
2010-05-05,73.6875,75.9375,72.83250427246094,0.17383439193742423,63.463714599609375,6147413.0,0.732813240307499,0.04157360107293466,0.17871230497186208,0.1877588901887487,0.2910698635646921,0.40258890515084955,0.36290414776923996,0.4274732999173906,0.0,0.0,0.0
2010-05-06,75.48750305175781,77.0625,73.6875,0.15883385903159597,62.33412170410156,5540888.0,0.5492947317179792,0.027788021674894723,0.17290718877113898,0.18758253676927128,0.23530013894595916,0.38774986218832275,0.3580453087298271,0.4128980344879508,0.0,0.0,0.0
2010-05-07,73.125,73.6875,70.98750305175781,0.1315317143665622,60.27823257446289,9433643.0,0.46984481030493763,0.052489291880057784,0.16588404064148143,0.18673687847477005,0.1541604345050447,0.3580088552618787,0.3210552928400483,0.3946142987697383,0.0,0.0,0.0
2010-05-10,73.01250457763672,76.21875,72.01687622070312,0.17496413526750332,63.54879379272461,12222914.0,0.9263433802853402,0.039945325778899365,0.16241133853380973,0.18662440102284317,0.3786488709681348,0.3676181768017278,0.37887536545185646,0.3821273710879025,0.0,0.0,0.0
2010-05-11,76.05000305175781,76.05000305175781,73.94062805175781,0.16962920310318041,63.14705657958984,5592115.0,0.6093507727067368,0.014104964138574563,0.15847863182767397,0.18650914553606013,0.3606689800331063,0.3730024805985825,0.41574604797167247,0.3733369498109016,0.0,0.0,0.0
2010-05-12,75.68437957763672,76.87687683105469,74.953125,0.18575947933908776,64.36170959472656,9876026.0,0.743081644634121,0.0544473540100506,0.1571958001220748,0.18682852349039847,0.42858755089800604,0.3903966896537404,0.47192117340692663,0.3701784207792427,0.0,0.0,0.0
2010-05-13,77.38875579833984,77.92875671386719,75.29624938964844,0.17621944346924756,63.64331817626953,9896017.0,0.5840242311773345,0.030892201328561204,0.15505127374598426,0.1867118818113077,0.3936935891856418,0.39860740160355995,0.49646122466205106,0.3694801786324493,0.0,0.0,0.0
2010-05-14,76.36500549316406,76.5,74.14875030517578,0.16755802118615637,62.99106597900391,6250355.0,0.5888047038026879,0.019472194564530185,0.1543904197177055,0.1857440257680042,0.3629262636165408,0.400159090446643,0.5013010360033999,0.3692671565141127,0.0,0.0,0.0
2010-05-17,73.35000610351562,74.25,71.66250610351562,0.14126005497953675,61.01079940795898,12769572.0,0.47792624516733306,0.06298574999962796,0.1506067331651746,0.18427071805400963,0.2803190146667154,0.38383797994296265,0.4654705821386607,0.3654619171340543,0.0,0.0,0.0
2010-05-18,72.67500305175781,74.89125061035156,72.12937927246094,0.15933603338952962,62.37196350097656,9031670.0,0.7591720391083611,0.02180531516580954,0.15058730377729757,0.1833292467498897,0.3600564694249919,0.3854972855055381,0.47674757975709164,0.3627872642003258,0.0,0.0,0.0
2010-05-19,73.57500457763672,73.6875,71.88750457763672,0.14659498714385966,61.41254425048828,9592763.0,0.5619387403637346,0.032745098593860926,0.14777545569790462,0.18232528755394062,0.32085344152109363,0.37914214646380695,0.46796604016841775,0.3592322094102879,0.0,0.0,0.0
2010-05-20,73.14750671386719,74.56500244140625,72.45000457763672,0.1521181389225904,61.82843780517578,15070843.0,0.677867364603215,0.04843557716270379,0.14708221056889537,0.18111442408875345,0.3452832795561511,0.37966800251036703,0.4762261225777519,0.3565052772760797,0.0,0.0,0.0
2010-05-21,72.16875457763672,72.92250061035156,70.47000122070312,0.1365527769160858,60.65633010864258,12193812.0,0.5432317808812963,0.024944373330605854,0.1476005209061949,0.1794383800995114,0.2970412741191738,0.37046742549041534,0.4612280715999234,0.3522747008448128,0.0,0.0,0.0
2010-05-24,73.35000610351562,73.71000671386719,71.60625457763672,0.14439824035517057,61.24711227416992,5843608.0,0.6933952556167877,0.014774480816864489,0.14444528849361027,0.17809560047205986,0.3334090557241437,0.37052692097090845,0.46979978306442627,0.3489034897456605,0.0,0.0,0.0
2010-05-25,72.6187515258789,72.6187515258789,70.6500015258789,0.12644782681684275,59.89542007446289,4875235.0,0.526946034416157,0.025720838840167903,0.1399877949875492,0.17599186718712956,0.27867610136038656,0.3593560617287092,0.4517102518289455,0.3437186949669417,0.0,0.0,0.0
2010-05-26,71.79750061035156,73.4625015258789,71.63999938964844,0.14722264124473172,61.45979309082031,6677590.0,0.7791008273617853,0.042227448780224296,0.13600974425543144,0.17432970960533978,0.3709184417968553,0.36726338312334733,0.47961854128207226,0.3413318730940953,0.0,0.0,0.0
2010-05-27,73.14750671386719,74.77875518798828,72.45000457763672,0.15632332775683422,62.14509963989258,11863688.0,0.7007765134833343,0.05477351539768664,0.13395592350650876,0.17235233829637542,0.40795197562798946,0.38166247937900355,0.5163658803753685,0.3426291917099964,0.0,0.0,0.0
2010-05-28,74.8125,74.92500305175781,73.71000671386719,0.16429435606758402,62.74534606933594,4980550.0,0.6929704690639124,0.012942799874680867,0.13361902442354456,0.17057770326265875,0.4397819485101704,0.40017414524358835,0.5548993370330593,0.3477897197812425,0.0,0.0,0.0
