Date,Open,High,Low,Close,Adj Close,Volume,Return_%,Vol_Change_%,SMA_10,SMA_50,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,Holdings,Cash,Unrealized_PnL
2010-04-23,1119.699951171875,1129.949951171875,1092.0,0.0662030434787768,1021.91015625,27811.0,0.3427681621370194,0.0288812081439123,0.0708644602437561,0.0567723009306548,0.3616415581391971,0.5276631515030005,0.4728957396432595,0.5561026368191438,0.0,0.0,0.0
2010-04-26,1119.0,1119.0,1093.0999755859375,0.0670380532670096,1025.037109375,29033.0,0.5076885978529664,0.0658684630614357,0.0692803229221246,0.0576891741808002,0.3790099418081356,0.5226347386867392,0.4746297517455087,0.5495774029182636,0.0,0.0,0.0
2010-04-27,1114.9000244140625,1123.5,1090.0,0.0662279632403394,1022.0037231445312,31539.0,0.4681743950729848,0.0685422293710676,0.0682819051882676,0.0584406558308337,0.364770932918238,0.5179097543763791,0.4766705538383307,0.5432701446166696,0.0,0.0,0.0
2010-04-28,1070.1500244140625,1096.8499755859375,1070.0,0.0620902787279895,1006.5077514648438,46992.0,0.3880771795259374,0.0940109044649041,0.066736217771248,0.0589499088258909,0.2966759767861853,0.5104249507979617,0.4723584774181603,0.5365023186563296,0.0,0.0,0.0
2010-04-29,1056.5999755859375,1085.0,1004.2000122070312,0.0464119148956369,947.7930297851562,310248.0,0.1046802330735123,0.416569320897599,0.0638012083858791,0.05902865339466,0.1263222198695103,0.4902804243565591,0.4416394641019415,0.5264534320970036,0.0,0.0,0.0
2010-04-30,1006.0,1023.7000122070312,964.0,0.035793510169925,908.0274658203124,340376.0,0.212196711701749,0.0692232779465518,0.0604355588172333,0.0588790653892586,0.0565102017677404,0.4650868461530191,0.4061884726623463,0.5126180680876992,0.0,0.0,0.0
2010-05-03,985.0,999.7999877929688,952.0999755859376,0.0314938015668292,891.9252319335938,152993.0,0.3711983887075177,0.0283605632186148,0.0567123263873222,0.058401147176667,0.0335428305831208,0.4420187897979516,0.3824061054746321,0.496242538249272,0.0,0.0,0.0
2010-05-04,970.0,1015.2000122070312,904.0,0.0243525403232321,865.1815185546875,415567.0,0.2907803059893515,0.1713845677047225,0.0521483214582747,0.0577439412831577,0.0,0.4182732169513872,0.3619208246577455,0.4776790003828667,0.0,0.0,0.0
2010-05-05,912.0,973.0,910.0,0.0347092419119475,903.9668579101562,275248.0,0.7818685626094748,0.041791247930218,0.0486391262048904,0.0574355014402238,0.1780857908299482,0.4103130104194371,0.3795346645030892,0.4609967754127613,0.0,0.0,0.0
2010-05-06,960.0,972.0,945.0999755859376,0.0302724289796684,887.3511352539062,128252.0,0.3669470895272186,0.0293996523754307,0.0443109492348988,0.0570172546530104,0.1493720564116747,0.4012453624356547,0.3912402804499035,0.4455648131016351,0.0,0.0,0.0
