Date,Adj Close,Close,High,Low,Open,Volume
,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS,HDFCLIFE.NS
1751846400000000000,789.4500122070312,789.4500122070312,792.75,781.0499877929688,781.0499877929688,2169992
1751932800000000000,794.1500244140625,794.1500244140625,796.5,783.0999755859375,785.0,5033587
1752019200000000000,786.2999877929688,786.2999877929688,797.9500122070312,784.0,792.0,2165913
1752105600000000000,771.25,771.25,788.0,763.4000244140625,783.0,2602721
1752192000000000000,759.0,759.0,777.4000244140625,756.8499755859375,765.0,3508424
1752451200000000000,764.75,764.75,767.4500122070312,753.0,755.2000122070312,1794592
1752537600000000000,756.8499755859375,756.8499755859375,770.2999877929688,752.1500244140625,769.0,2842400
1752624000000000000,755.9500122070312,755.9500122070312,776.9000244140625,754.7999877929688,765.0,6273181
1752710400000000000,751.7999877929688,751.7999877929688,760.7000122070312,746.2999877929688,759.6500244140625,4378210
1752796800000000000,739.5,739.5,757.0,736.4000244140625,755.0,3450063
1753056000000000000,752.2999877929688,752.2999877929688,753.5,732.8499755859375,738.0,2073697
1753142400000000000,763.2999877929688,763.2999877929688,768.5499877929688,751.5499877929688,752.0,4334529
1753228800000000000,762.5,762.5,768.2999877929688,758.0999755859375,765.0,1312711
1753315200000000000,757.2999877929688,757.2999877929688,766.3499755859375,756.0,762.0,1258684
1753401600000000000,762.3499755859375,762.3499755859375,766.5,751.0999755859375,752.8499755859375,1708286
1753660800000000000,761.2000122070312,761.2000122070312,769.7999877929688,756.5499877929688,762.0,1509806
1753747200000000000,756.3499755859375,756.3499755859375,765.0,755.0999755859375,762.0,1129341
1753833600000000000,757.4500122070312,757.4500122070312,762.0,750.0,752.2999877929688,2011152
1753920000000000000,755.5,755.5,761.25,746.0,746.0,1783473
1754006400000000000,741.7000122070312,741.7000122070312,756.3499755859375,740.0999755859375,752.5499877929688,1697685
1754265600000000000,739.7999877929688,739.7999877929688,747.5499877929688,732.1500244140625,741.5,2555375
1754352000000000000,738.5,738.5,742.25,731.6500244140625,735.7999877929688,1988095
1754438400000000000,752.5499877929688,752.5499877929688,755.0,734.0999755859375,734.0999755859375,1797969
1754524800000000000,755.7000122070312,755.7000122070312,757.6500244140625,747.0499877929688,747.0499877929688,1423219
1754611200000000000,761.5499877929688,761.5499877929688,764.5,756.0,756.0,2210684
1754870400000000000,764.75,764.75,765.8499755859375,753.7000122070312,763.5,1719052
1754956800000000000,766.2000122070312,766.2000122070312,772.9500122070312,758.3499755859375,764.75,1996036
1755043200000000000,776.5999755859375,776.5999755859375,783.7000122070312,763.5999755859375,765.8499755859375,1720968
1755129600000000000,788.75,788.75,790.75,777.9500122070312,778.75,2861621
