Date,Adj Close,Close,High,Low,Open,Volume
,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS,HINDALCO.NS
1751846400000000000,687.0614013671875,692.0999755859375,699.4500122070312,688.0999755859375,699.4500122070312,2481724
1751932800000000000,680.6087036132812,685.5999755859375,696.2999877929688,683.0999755859375,692.0999755859375,3923236
1752019200000000000,669.0435791015625,673.9500122070312,692.0,664.0999755859375,692.0,6703774
1752105600000000000,670.1355590820312,675.0499877929688,679.5,672.5499877929688,675.0,3641238
1752192000000000000,666.0654296875,670.9500122070312,676.0499877929688,661.5499877929688,673.0,4450346
1752451200000000000,661.6478271484375,666.5,680.5499877929688,665.0,671.0,4338084
1752537600000000000,665.9661254882812,670.8499755859375,674.25,662.9000244140625,670.0,4815703
1752624000000000000,661.89599609375,666.75,670.5999755859375,664.0,668.0,4497141
1752710400000000000,669.63916015625,674.5499877929688,678.0,668.4000244140625,670.0,4022119
1752796800000000000,670.9793701171875,675.9000244140625,679.2999877929688,671.0,676.5,3400654
1753056000000000000,677.7298583984375,682.7000122070312,687.1500244140625,679.0,679.0,4912558
1753142400000000000,685.0263671875,690.0499877929688,692.5,683.2000122070312,683.2000122070312,3802270
1753228800000000000,690.3374633789062,695.4000244140625,696.0,689.5999755859375,692.0,3640968
1753315200000000000,690.5359497070312,695.5999755859375,704.4000244140625,691.5999755859375,697.0,4593102
1753401600000000000,688.401611328125,693.4500122070312,698.7999877929688,687.9500122070312,697.0,5220901
1753660800000000000,684.3314208984375,689.3499755859375,693.9500122070312,682.7999877929688,693.4500122070312,5031797
1753747200000000000,687.6571044921875,692.7000122070312,695.0,685.0,686.0999755859375,2985507
1753833600000000000,683.7854614257812,688.7999877929688,697.5499877929688,684.7999877929688,689.1500244140625,2829322
1753920000000000000,678.0773315429688,683.0499877929688,692.2999877929688,674.9500122070312,677.0999755859375,6136890
1754006400000000000,667.5545043945312,672.4500122070312,683.2999877929688,670.8499755859375,680.0,3475656
1754265600000000000,682.6934814453125,687.7000122070312,688.7999877929688,671.7999877929688,676.0,2286286
1754352000000000000,682.0978393554688,687.0999755859375,692.0,682.1500244140625,692.0,3302614
1754438400000000000,679.8641967773438,684.8499755859375,692.0,683.3499755859375,692.0,2498667
1754524800000000000,681.7999877929688,686.7999877929688,689.9000244140625,674.3499755859375,681.9000244140625,3417324
1754611200000000000,672.75,672.75,686.4000244140625,669.0499877929688,684.0,3471816
1754870400000000000,672.8499755859375,672.8499755859375,683.4500122070312,667.25,673.75,3235082
1754956800000000000,667.0499877929688,667.0499877929688,677.75,657.5,658.0,12238878
1755043200000000000,700.5,700.5,704.9500122070312,670.9500122070312,673.0,13151356
1755129600000000000,695.25,695.25,702.3499755859375,688.0,701.0,4179259
