Date,Adj Close,Close,High,Low,Open,Volume
,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS,WIPRO.NS
1751846400000000000,262.5850524902344,267.75,270.54998779296875,267.29998779296875,270.04998779296875,4849218
1751932800000000000,264.4483947753906,269.6499938964844,270.29998779296875,267.3500061035156,267.79998779296875,5519016
1752019200000000000,262.63409423828125,267.79998779296875,269.3999938964844,264.8500061035156,268.0,11564433
1752105600000000000,259.9371337890625,265.04998779296875,267.54998779296875,263.1499938964844,267.54998779296875,6911031
1752192000000000000,253.3173370361328,258.29998779296875,262.04998779296875,257.75,261.0,13109857
1752451200000000000,249.34547424316406,254.25,259.54998779296875,251.64999389648438,258.29998779296875,10388421
1752537600000000000,252.43470764160156,257.3999938964844,259.8500061035156,252.8000030517578,254.0,8750149
1752624000000000000,257.73052978515625,262.79998779296875,264.0,256.04998779296875,257.3999938964844,12179338
1752710400000000000,255.572998046875,260.6000061035156,264.3500061035156,258.0,263.8500061035156,7484171
1752796800000000000,261.8005065917969,266.95001220703125,271.8999938964844,265.6000061035156,268.6000061035156,30319126
1753056000000000000,255.32781982421875,260.3500061035156,267.1499938964844,259.20001220703125,266.95001220703125,12190000
1753142400000000000,254.6903533935547,259.70001220703125,262.1499938964844,258.75,261.70001220703125,6724044
1753228800000000000,256.3575439453125,261.3999938964844,261.75,258.1499938964844,260.25,6510321
1753315200000000000,256.79888916015625,261.8500061035156,263.3999938964844,260.25,262.0,8139900
1753401600000000000,254.20001220703125,259.20001220703125,262.04998779296875,256.04998779296875,261.79998779296875,8427780
1753660800000000000,250.0500030517578,250.0500030517578,254.0,249.0,254.0,8998911
1753747200000000000,251.8000030517578,251.8000030517578,252.6999969482422,247.25,249.1999969482422,12923128
1753833600000000000,250.1999969482422,250.1999969482422,252.5,249.1999969482422,251.4499969482422,6057152
1753920000000000000,248.3000030517578,248.3000030517578,250.14999389648438,246.0500030517578,248.10000610351562,7338764
1754006400000000000,242.75,242.75,246.89999389648438,242.1999969482422,246.5,7436999
1754265600000000000,246.0500030517578,246.0500030517578,246.4199981689453,241.10000610351562,242.75,5234393
1754352000000000000,245.91000366210938,245.91000366210938,246.9499969482422,244.52999877929688,246.0500030517578,7383968
1754438400000000000,239.9600067138672,239.9600067138672,246.0,239.30999755859375,246.0,7700190
1754524800000000000,242.32000732421875,242.32000732421875,243.17999267578125,238.61000061035156,239.11000061035156,6190830
1754611200000000000,239.0500030517578,239.0500030517578,243.25,238.39999389648438,242.39999389648438,8922847
1754870400000000000,241.6199951171875,241.6199951171875,244.75,238.6199951171875,239.0500030517578,3047287
1754956800000000000,241.72000122070312,241.72000122070312,246.2899932861328,241.10000610351562,242.6999969482422,8101435
1755043200000000000,241.64999389648438,241.64999389648438,242.88999938964844,240.1199951171875,242.88999938964844,5820844
1755129600000000000,246.80999755859375,246.80999755859375,248.42999267578125,242.41000366210938,243.10000610351562,12857225
