Price,Open,High,Low,Close,Volume,Adj Close
Ticker,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,DRREDDY.NS,
Date,,,,,,
2025-07-04,1294.7882278993122,1304.7252058570966,1279.0877542056126,1299.1605224609375,1466009,1299.1605224609375
2025-07-07,1299.6573767772798,1305.122714676847,1289.9190898176507,1302.240966796875,569025,1302.240966796875
2025-07-08,1302.042343657083,1302.042343657083,1265.5735597175715,1275.7093505859375,1602620,1275.7093505859375
2025-07-09,1271.93319694103,1277.597225938257,1258.915779888787,1261.4000244140625,1494337,1261.4000244140625
2025-07-10,1262.9000244140625,1269.9000244140625,1252.0999755859375,1262.5999755859375,1246082,1262.5999755859375
2025-07-11,1263.0,1272.0,1251.300048828125,1254.699951171875,895466,1254.699951171875
2025-07-14,1254.699951171875,1261.4000244140625,1245.300048828125,1250.5999755859375,1035555,1250.5999755859375
2025-07-15,1254.800048828125,1264.5,1241.0,1260.9000244140625,1183659,1260.9000244140625
2025-07-16,1260.9000244140625,1262.0,1250.0,1259.4000244140625,1159859,1259.4000244140625
2025-07-17,1259.4000244140625,1274.800048828125,1255.5,1263.0999755859375,709420,1263.0999755859375
2025-07-18,1265.0,1270.5999755859375,1251.0999755859375,1257.5,690731,1257.5
2025-07-21,1250.199951171875,1262.4000244140625,1245.199951171875,1259.300048828125,1065189,1259.300048828125
2025-07-22,1261.0,1263.5999755859375,1236.0,1240.0,1304352,1240.0
2025-07-23,1240.199951171875,1252.0999755859375,1231.0,1247.4000244140625,1088262,1247.4000244140625
2025-07-24,1261.0999755859375,1287.9000244140625,1256.0999755859375,1265.5,3809212,1265.5
2025-07-25,1266.0,1288.5,1261.199951171875,1277.9000244140625,1621138,1277.9000244140625
2025-07-28,1280.0,1290.0,1271.5999755859375,1287.4000244140625,1553778,1287.4000244140625
2025-07-29,1287.0,1302.0,1282.800048828125,1299.800048828125,1943466,1299.800048828125
2025-07-30,1298.0999755859375,1298.0999755859375,1277.699951171875,1292.0999755859375,1387013,1292.0999755859375
2025-07-31,1274.5,1285.0,1257.0,1270.300048828125,1968821,1270.300048828125
2025-08-01,1258.0,1259.0,1213.699951171875,1220.5999755859375,2525210,1220.5999755859375
2025-08-04,1225.0999755859375,1232.199951171875,1219.199951171875,1225.0,767310,1225.0
2025-08-05,1225.0,1232.0,1205.0,1214.800048828125,956582,1214.800048828125
2025-08-06,1214.800048828125,1217.800048828125,1187.5,1196.699951171875,1701845,1196.699951171875
2025-08-07,1184.0,1210.0,1183.4000244140625,1200.800048828125,1246560,1200.800048828125
2025-08-08,1200.800048828125,1215.0,1195.4000244140625,1211.4000244140625,2389106,1211.4000244140625
2025-08-11,1212.5,1237.0,1208.5999755859375,1219.5,1246374,1219.5
2025-08-12,1210.0,1227.199951171875,1204.0999755859375,1220.300048828125,922461,1220.300048828125
2025-08-13,1220.300048828125,1255.5,1219.800048828125,1253.4000244140625,1192506,1253.4000244140625
2025-08-14,1255.0999755859375,1266.0,1250.199951171875,1260.4000244140625,1603933,1260.4000244140625
