Price,Open,High,Low,Close,Volume,Adj Close
Ticker,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,GRASIM.NS,
Date,,,,,,
2025-07-04,2807.3872783658976,2809.7784818992764,2775.602758805177,2795.7294921875,286779,2795.7294921875
2025-07-07,2799.8147567369933,2809.678775481579,2764.9416191975647,2769.02685546875,278677,2769.02685546875
2025-07-08,2769.923519973218,2831.0013786151353,2768.1299956616626,2810.57568359375,846061,2810.57568359375
2025-07-09,2802.8039102814805,2819.7422915380694,2783.4743254438904,2787.758544921875,659109,2787.758544921875
2025-07-10,2787.758668701544,2799.6156820610445,2758.9635165890872,2765.04150390625,780215,2765.04150390625
2025-07-11,2765.0413841691075,2797.3238488265692,2746.408970161852,2751.98876953125,476850,2751.98876953125
2025-07-14,2763.9454101403066,2798.8185497779814,2745.114012038249,2774.3076171875,2913912,2774.3076171875
2025-07-15,2778.8910155444805,2801.90738479337,2752.7860284812937,2768.52880859375,450965,2768.52880859375
2025-07-16,2773.9090121867043,2773.9090121867043,2748.003252733811,2752.38720703125,372782,2752.38720703125
2025-07-17,2751.9887306814676,2767.631775104802,2732.360184837885,2756.273193359375,720281,2756.273193359375
2025-07-18,2760.9563071943144,2763.945433474207,2706.6538464429286,2718.6103515625,797380,2718.6103515625
2025-07-21,2718.1121488703143,2741.526971267108,2703.3657439862964,2731.961669921875,616378,2731.961669921875
2025-07-22,2742.921787766093,2748.9997751112137,2707.6501953116067,2712.831298828125,664321,2712.831298828125
2025-07-23,2725.6847104866197,2726.0831633544135,2691.708211184922,2699.28076171875,373864,2699.28076171875
2025-07-24,2699.280731941219,2733.356722456091,2657.6321909760577,2725.9833984375,997645,2725.9833984375
2025-07-25,2725.086683619324,2725.9833241653973,2684.4345191759817,2698.782470703125,360857,2698.782470703125
2025-07-28,2694.298815626645,2744.516038469158,2687.2244529865015,2717.31494140625,547126,2717.31494140625
2025-07-29,2717.3148378212436,2740.0322447195135,2695.195353442285,2733.0576171875,743512,2733.0576171875
2025-07-30,2730.06863832974,2783.872910763976,2723.19374526543,2748.601318359375,772901,2748.601318359375
2025-07-31,2725.08673019562,2761.7533937174026,2717.8131410945953,2736.4453125,581498,2736.4453125
2025-08-01,2738.039541239471,2756.4724857492706,2706.1555291144114,2712.3330078125,329586,2712.3330078125
2025-08-04,2720.1047673102034,2782.179001676885,2710.9381625330466,2777.6953125,570201,2777.6953125
2025-08-05,2788.8548037060286,2814.6608298106676,2774.6065865329147,2787.061279296875,782631,2787.061279296875
2025-08-06,2789.8511367174237,2789.8511367174237,2748.0033696666624,2755.775146484375,393906,2755.775146484375
2025-08-07,2753.981596154899,2762.6500134540265,2708.945476880498,2733.755126953125,591589,2733.755126953125
2025-08-08,2733.7550040146966,2738.936107192788,2662.912862456895,2681.843994140625,1162918,2681.843994140625
2025-08-11,2716.1192500761476,2784.869150389887,2710.1409978749525,2748.89990234375,1236332,2748.89990234375
2025-08-12,2757.0,2761.89990234375,2705.10009765625,2740.39990234375,553341,2740.39990234375
2025-08-13,2760.0,2766.0,2725.5,2745.89990234375,479944,2745.89990234375
2025-08-14,2745.89990234375,2770.0,2731.10009765625,2764.89990234375,618912,2764.89990234375
