Price,Open,High,Low,Close,Volume,Adj Close
Ticker,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,TITAN.NS,
Date,,,,,,
2025-07-04,3655.000452669006,3679.0282398602117,3634.1632588536363,3675.837646484375,629926,3675.837646484375
2025-07-07,3664.47179593491,3684.9102864305337,3636.9545113678096,3655.10009765625,829472,3655.10009765625
2025-07-08,3581.800048828125,3581.800048828125,3435.0,3441.300048828125,3952270,3441.300048828125
2025-07-09,3441.300048828125,3461.5,3420.60009765625,3432.10009765625,1868271,3432.10009765625
2025-07-10,3432.10009765625,3445.0,3414.0,3419.800048828125,496586,3419.800048828125
2025-07-11,3408.0,3422.199951171875,3357.0,3361.60009765625,856956,3361.60009765625
2025-07-14,3372.0,3410.0,3344.0,3404.699951171875,755781,3404.699951171875
2025-07-15,3418.0,3422.0,3387.699951171875,3415.0,686088,3415.0
2025-07-16,3417.0,3422.199951171875,3388.5,3417.300048828125,669532,3417.300048828125
2025-07-17,3418.39990234375,3448.0,3416.5,3433.300048828125,559482,3433.300048828125
2025-07-18,3444.0,3444.0,3392.0,3402.89990234375,293360,3402.89990234375
2025-07-21,3391.0,3439.10009765625,3365.199951171875,3433.0,561799,3433.0
2025-07-22,3450.0,3490.0,3430.300048828125,3472.39990234375,1752275,3472.39990234375
2025-07-23,3472.39990234375,3481.89990234375,3444.0,3471.39990234375,584590,3471.39990234375
2025-07-24,3467.39990234375,3489.800048828125,3458.0,3484.39990234375,630718,3484.39990234375
2025-07-25,3476.39990234375,3480.0,3447.0,3462.800048828125,624410,3462.800048828125
2025-07-28,3453.0,3462.60009765625,3382.0,3393.0,603916,3393.0
2025-07-29,3390.0,3397.0,3355.60009765625,3379.199951171875,511042,3379.199951171875
2025-07-30,3380.0,3393.5,3345.300048828125,3376.5,443735,3376.5
2025-07-31,3340.0,3364.5,3315.5,3347.300048828125,553157,3347.300048828125
2025-08-01,3340.0,3347.300048828125,3307.0,3316.0,422977,3316.0
2025-08-04,3315.0,3365.0,3308.10009765625,3356.300048828125,450434,3356.300048828125
2025-08-05,3356.300048828125,3443.0,3348.0,3418.199951171875,837335,3418.199951171875
2025-08-06,3437.0,3462.39990234375,3400.0,3417.699951171875,635456,3417.699951171875
2025-08-07,3380.0,3437.0,3377.699951171875,3415.699951171875,509599,3415.699951171875
2025-08-08,3450.10009765625,3489.800048828125,3403.10009765625,3460.199951171875,2184271,3460.199951171875
2025-08-11,3473.0,3487.300048828125,3402.800048828125,3467.89990234375,563586,3467.89990234375
2025-08-12,3467.89990234375,3534.0,3460.10009765625,3486.800048828125,929276,3486.800048828125
2025-08-13,3486.800048828125,3494.89990234375,3463.199951171875,3466.800048828125,360474,3466.800048828125
2025-08-14,3476.5,3505.800048828125,3464.10009765625,3489.39990234375,597987,3489.39990234375
