Price,Open,High,Low,Close,Volume,Adj Close
Ticker,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS,JSWSTEEL.NS,
Date,,,,,,
2025-07-04,1048.8755370652525,1048.8755370652525,1029.328198590758,1038.603271484375,961108,1038.603271484375
2025-07-07,1038.204248131274,1042.193505568858,1032.5196049797066,1039.7999267578125,871937,1039.7999267578125
2025-07-08,1042.0,1049.5999755859375,1039.300048828125,1045.0,828011,1045.0
2025-07-09,1051.699951171875,1052.0,1033.4000244140625,1040.4000244140625,1666607,1040.4000244140625
2025-07-10,1040.9000244140625,1049.5999755859375,1034.0999755859375,1043.300048828125,1101654,1043.300048828125
2025-07-11,1043.0,1051.199951171875,1034.0999755859375,1037.199951171875,931901,1037.199951171875
2025-07-14,1040.0,1044.9000244140625,1031.800048828125,1038.9000244140625,1238524,1038.9000244140625
2025-07-15,1044.699951171875,1044.699951171875,1028.199951171875,1035.0,982842,1035.0
2025-07-16,1034.0,1035.0,1020.5,1029.800048828125,1099243,1029.800048828125
2025-07-17,1030.5,1041.699951171875,1023.5,1034.199951171875,1553977,1034.199951171875
2025-07-18,1039.0,1053.5,1027.0,1034.4000244140625,1694015,1034.4000244140625
2025-07-21,1051.0,1053.5,1018.2999877929688,1034.800048828125,2771028,1034.800048828125
2025-07-22,1038.5999755859375,1043.199951171875,1028.5999755859375,1030.699951171875,1237568,1030.699951171875
2025-07-23,1034.0,1037.800048828125,1025.0,1033.800048828125,1192492,1033.800048828125
2025-07-24,1039.0,1048.800048828125,1031.800048828125,1033.800048828125,1462398,1033.800048828125
2025-07-25,1033.800048828125,1035.0,1020.0999755859375,1026.9000244140625,912255,1026.9000244140625
2025-07-28,1029.0,1034.0,1017.4000244140625,1028.800048828125,1839488,1028.800048828125
2025-07-29,1023.7999877929688,1051.300048828125,1023.7999877929688,1034.9000244140625,2215340,1034.9000244140625
2025-07-30,1046.4000244140625,1052.300048828125,1031.699951171875,1037.9000244140625,1781038,1037.9000244140625
2025-07-31,1018.0,1058.5999755859375,1018.0,1048.300048828125,3144726,1048.300048828125
2025-08-01,1054.0,1054.0,1023.5999755859375,1027.800048828125,1604653,1027.800048828125
2025-08-04,1029.699951171875,1058.9000244140625,1026.4000244140625,1055.9000244140625,1835680,1055.9000244140625
2025-08-05,1059.0,1063.4000244140625,1048.699951171875,1053.4000244140625,1524968,1053.4000244140625
2025-08-06,1059.0,1061.5,1045.800048828125,1052.5999755859375,1797515,1052.5999755859375
2025-08-07,1052.5999755859375,1074.9000244140625,1046.0,1064.800048828125,1837589,1064.800048828125
2025-08-08,1070.0,1071.4000244140625,1041.699951171875,1049.199951171875,2234463,1049.199951171875
2025-08-11,1049.199951171875,1065.0,1046.300048828125,1052.699951171875,1492814,1052.699951171875
2025-08-12,1054.800048828125,1059.9000244140625,1045.5999755859375,1048.199951171875,1231299,1048.199951171875
2025-08-13,1052.199951171875,1059.5999755859375,1050.300048828125,1053.699951171875,1125769,1053.699951171875
2025-08-14,1055.0,1058.0999755859375,1038.9000244140625,1045.5,870899,1045.5
