Price,Open,High,Low,Close,Volume,Adj Close
Ticker,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,CIPLA.NS,
Date,,,,,,
2025-07-04,1508.4000244140625,1521.0,1503.9000244140625,1513.300048828125,1118483,1513.300048828125
2025-07-07,1516.0,1519.199951171875,1506.5,1510.5,1061434,1510.5
2025-07-08,1505.5,1510.5,1477.0999755859375,1488.300048828125,2197699,1488.300048828125
2025-07-09,1486.0,1501.699951171875,1486.0,1491.699951171875,1364142,1491.699951171875
2025-07-10,1489.0,1490.9000244140625,1463.199951171875,1477.800048828125,2178068,1477.800048828125
2025-07-11,1480.0,1490.5,1470.0,1485.0,920651,1485.0
2025-07-14,1488.9000244140625,1492.5,1476.0,1484.0,1554680,1484.0
2025-07-15,1483.800048828125,1492.4000244140625,1469.4000244140625,1490.9000244140625,1203850,1490.9000244140625
2025-07-16,1485.0,1485.0,1468.199951171875,1475.800048828125,1569604,1475.800048828125
2025-07-17,1475.0,1489.0,1472.0,1482.4000244140625,1349535,1482.4000244140625
2025-07-18,1481.0999755859375,1484.800048828125,1470.0,1482.300048828125,1001794,1482.300048828125
2025-07-21,1481.0999755859375,1482.5,1468.5,1473.9000244140625,1198993,1473.9000244140625
2025-07-22,1475.0,1479.4000244140625,1454.5,1464.4000244140625,1908949,1464.4000244140625
2025-07-23,1465.300048828125,1476.5,1462.4000244140625,1473.5,1268156,1473.5
2025-07-24,1470.5,1490.0,1470.300048828125,1487.9000244140625,1389152,1487.9000244140625
2025-07-25,1485.0,1553.699951171875,1469.0,1532.5,5226395,1532.5
2025-07-28,1541.199951171875,1577.0,1520.5,1572.0,3843168,1572.0
2025-07-29,1563.4000244140625,1579.4000244140625,1559.5999755859375,1574.0,1303888,1574.0
2025-07-30,1574.300048828125,1579.9000244140625,1551.199951171875,1559.4000244140625,1390012,1559.4000244140625
2025-07-31,1540.0,1564.699951171875,1536.5999755859375,1554.5999755859375,2457841,1554.5999755859375
2025-08-01,1544.0,1549.699951171875,1494.0,1502.800048828125,2109707,1502.800048828125
2025-08-04,1510.0,1519.300048828125,1505.0,1515.0999755859375,549494,1515.0999755859375
2025-08-05,1513.5,1517.300048828125,1491.0999755859375,1499.800048828125,1156528,1499.800048828125
2025-08-06,1498.800048828125,1498.800048828125,1475.0,1486.699951171875,1157300,1486.699951171875
2025-08-07,1476.0999755859375,1499.800048828125,1464.0999755859375,1491.0,1882304,1491.0
2025-08-08,1483.0,1493.800048828125,1478.300048828125,1485.800048828125,920270,1485.800048828125
2025-08-11,1488.0,1514.0,1480.199951171875,1504.800048828125,898160,1504.800048828125
2025-08-12,1504.0,1524.9000244140625,1501.0999755859375,1521.5999755859375,910349,1521.5999755859375
2025-08-13,1521.5999755859375,1567.800048828125,1520.4000244140625,1561.0,1859765,1561.0
2025-08-14,1562.5,1574.800048828125,1552.0,1564.0,2535958,1564.0
